config,symbol,timeframe,bars,start,end,trades,wins,losses,win_rate,total_R,expectancy_R,profit_factor,total_pnl,return_pct,max_drawdown,max_drawdown_pct,avg_bars_held,buy_trades,sell_trades,buy_R,sell_R,tp_exits,sl_exits,unresolved,avg_sl_points,setups_detected,setups_entered,rejected_stops
atr_live_spread,eurusd,M5,20103,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,214,98,116,45.794392523364486,-100.83701720937641,-0.47120101499708605,0.39247671180236615,-10083.701720937639,-100.83701720937638,-10221.556945362552,-102.21556945362553,5.9953271028037385,101,113,-51.1049665267086,-49.73205068266782,106,108,0,35.46822429906517,459,218,0
atr_live_spread,eurusd,M15,22176,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,236,124,112,52.54237288135594,-38.03749277423749,-0.16117581683998938,0.7270067068224707,-3803.7492774237494,-38.03749277423749,-4535.503381704401,-45.35503381704402,6.830508474576271,110,126,-22.481746329353225,-15.55574644488426,127,109,0,77.65084745762763,473,240,0
atr_live_spread,eurusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,235,126,109,53.61702127659574,-33.82228695201049,-0.1439246253277042,0.7723115913438101,-3382.2286952010477,-33.82228695201048,-4186.994779394006,-41.869947793940064,6.587234042553192,123,112,-37.335907575064724,3.5136206230542353,127,108,0,171.37787234042554,493,239,0
atr_live_spread,eurusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,253,141,112,55.73122529644269,19.968364781563462,0.07892634301013227,1.1714601966982168,1996.8364781563464,19.968364781563462,-740.7734292812765,-7.407734292812765,6.6561264822134385,122,131,12.204964515641336,7.763400265922128,141,112,0,471.37944664031625,566,266,0
atr_live_spread,eurusd,D1,6307,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,90,48,42,53.333333333333336,4.599197278449022,0.051102191982766915,1.1074523055946532,459.9197278449025,4.599197278449025,-642.2531021200994,-6.422531021200993,4.133333333333334,41,49,-1.5227409304747819,6.121938208923804,48,42,0,1291.0477777777771,199,92,0
atr_live_spread,gbpusd,M5,20086,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,185,91,94,49.18918918918919,-134.75158357671998,-0.7283869382525404,0.298897771337858,-13475.158357671997,-134.75158357671998,-13346.85647087952,-133.4685647087952,8.194594594594594,98,87,-87.56089365806699,-47.19068991865296,101,84,0,49.09405405405418,411,190,0
atr_live_spread,gbpusd,M15,22174,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,245,111,134,45.30612244897959,-77.54243721855222,-0.31649974374919276,0.5313785593662408,-7754.243721855222,-77.54243721855222,-7708.72291021616,-77.0872291021616,8.759183673469387,133,112,-26.85286801780053,-50.68956920075169,115,130,0,102.23020408163273,515,256,0
atr_live_spread,gbpusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,233,133,100,57.08154506437768,8.275359776876055,0.03551656556599165,1.0729797859887722,827.5359776876053,8.275359776876053,-1678.3883549430848,-16.783883549430847,7.07725321888412,123,110,5.935397137504289,2.3399626393717616,134,99,0,228.35708154506517,496,241,0
atr_live_spread,gbpusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,259,133,126,51.35135135135135,-3.005393930058917,-0.011603837567795048,0.9771278612585308,-300.53939300589207,-3.0053939300589207,-2231.851159956348,-22.318511599563482,6.583011583011583,143,116,7.111598828482856,-10.116992758541773,134,125,0,632.7204633204639,557,267,0
atr_live_spread,gbpusd,D1,6311,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,97,54,43,55.670103092783506,9.20799174663077,0.09492774996526566,1.209332256512993,920.7991746630769,9.207991746630768,-540.8044759014065,-5.408044759014065,5.515463917525773,54,43,10.931531164922246,-1.723539418291475,54,43,0,1634.8742268041242,192,98,0
atr_live_spread,us100,M5,21307,2026-05-10 22:00:00+00:00,2026-08-21 20:55:00+00:00,259,137,122,52.8957528957529,-1.3365929804757029,-0.005160590658207347,0.9897288551642354,-133.65929804757042,-1.3365929804757042,-2452.9467137662095,-24.529467137662095,6.8108108108108105,139,120,-1.9936179823777969,0.6570250019020945,137,122,0,415.9683397683394,488,266,0
atr_live_spread,us100,M15,21857,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,226,135,91,59.73451327433629,27.994871207511494,0.12387111153766148,1.2808785289446658,2799.4871207511505,27.99487120751151,-1514.2599272272837,-15.142599272272836,5.247787610619469,139,87,24.76434157281843,3.230529634693069,136,90,0,519.9575221238925,487,230,0
